ibeId,giataId,giataName,giataCity,status,confidence,score,offerCount,sampleHotelName,sampleDestinationCity
100906806,1840,Pergola Hotel & Spa,Mellieha,override,1,1.2,1,Pergola Hotel & Spa,St Paul's Bay
1012570,276263,B&B HOTEL Pomezia Cortese,Pomezia,override,1,1.2,1,B&B HOTEL Pomezia Cortese,Pomezia
101501961,1492710,Invisa Aparthotel Casa Luis,Santa Eulalia del Rio,override,1,1.2,3,Invisa Aparthotel Casa Luis,Santa Eulalia del Río
10154625,1286683,Barceló Nura,Biniancolla,override,1,1.2,1,Barceló Nura,"Menorca, Spanien"
1023722,100410,Villea Village,Makrigialos,override,1,1.2,9,Villea Village,Koutsounára
1026955,126426,JAZ Neo Reef Marsa,Madinat Coraya,override,1,1.2,2,JAZ Neo Reef Marsa,Port Ghalib
1027564,23546,Nova Maldives,Vakarufalhi,override,1,1.2,5,Nova Maldives,Nalaguraidhoo
10422,99827,Park Hotel,Orbetello,override,1,1.2,1,Park Hotel,Syrakus
1042697,408679,B&B HOTEL Milano Sesto Marelli,Sesto San Giovanni,override,1,1.2,1,B&B Hotel Milano Sesto Marelli,Mailand
1044096,18857,Selectum Colours Side,Çenger,override,1,1.2,8,Selectum Colours Side,Okurcalar
1080956,28174,Best Roquetas,Roquetas de Mar,override,1,1.2,3,Hotel Best Roquetas,Roquetas de Mar
1082624,136080,Hotel Continental,Santa Margherita Ligure,override,1,1.2,2,Hotel Continental,Opatija
1083455,1896,AX Sunny Coast Resort & Spa,Qawra,override,1,1.2,1,AX Sunny Coast Resort & Spa,St. Julianʼs
11547373,1365525,Zleep Hotel Madrid Airport,Madrid,override,1,1.2,1,Zleep Madrid Airport,Madrid
12069252,1370621,Coral La Quinta Park Suites,La Quinta,override,1,1.2,1,Coral La Quinta Park Suites,Puerto de la Cruz
12919537,1347940,"Cala San Miguel Ibiza Resort, Curio Collection by Hilton",Puerto de San Miguel,override,1,1.2,2,"Cala San Miguel Ibiza Resort, Curio Collection by Hilton",Portinatx
131506,8881,Grand Hotel Adriatico,Florenz,override,1,1.2,1,Grand Hotel Adriatico,Florenz
132677,3240,HYB Eurocalas,Calas de Mallorca,override,1,1.2,13,HYB Eurocalas,Manacor
13681,109148,Precise House Montaperti Siena,Asciano,override,1,1.2,1,Precise House Montaperti Siena,Siena
146204,16471,Best Los Ángeles,Salou,override,1,1.2,1,Hotel Best Los Angeles,Salou
1477268,7895,Club Aqua Plaza,Okurcalar,override,1,1.2,3,Club Aqua Plaza,Okurcalar
1477869,4720,Asteria Family Resort Belek,Belek,override,1,1.2,1,Asteria Family Resort Belek,Serik
1481161,245868,Apartments Stella Plava Laguna,Umag,override,1,1.2,2,Apartments Stella Plava Laguna,Umag
149530,134470,Michelangelo Resort & Spa,Agios Fokas,override,1,1.2,6,Michelangelo Resort & Spa,Psalidi
15051,48840,Hotel Playas de Guardamar,Guardamar del Segura,override,1,1.2,2,Hotel Playas de Guardamar,Guardamar del Segura
151848,3306,Blau Colonia Sant Jordi,Colònia de Sant Jordi,override,1,1.2,2,Blau Colònia Sant Jordi,Colonia Sant Jordi
1519006,60213,A Good Life Utopia Family Resort,Okurcalar,override,1,1.2,1,A Good Life Utopia Family Resort,Okurcalar
152369,6461,Servatur Green Beach,Arguineguín,override,1,1.2,1,Servatur Green Beach,Maspalomas
1523790,53098,Sentido Luna Vista Belek,Belek,override,1,1.2,1,Sentido Luna Vista Belek Hotel,Belek
15437068,1457353,Palemon Resort & Spa,Manavgat,override,1,1.2,12,PALEMON Resort& Spa,Okurcalar
15772,264216,B&B HOTEL Pisa Airport,Pisa,override,1,1.2,1,B&B HOTEL Pisa Airport,Pisa
15982,37,Mövenpick Resort & Spa El Gouna,El Gouna,override,1,1.2,1,Mövenpick Resort & Spa El Gouna,El Gouna
1598742,13561,Grecotel Casa Paradiso,Marmari,override,1,1.2,1,Grecotel Casa Paradiso,"Insel Kos, Griechenland"
161660,126959,B&B HOTEL Bari Rondò,Bari,override,1,1.2,1,B&B HOTEL Bari Rondò,Bari
163771,85,Amarina Abu Soma Resort & Aquapark,Safaga,override,1,1.2,1,Amarina Abu Soma Resort & Aquapark,Soma Bay
167206,858,"Domes Aulus Elounda Resort, Curio Collection by Hilton",Elounda,override,1,1.2,6,"Domes Aulus Elounda, Adults only, Curio Collection by Hilton",Elounda
1690652,188309,Mangia's Favignana Resort,Insel Favignana,override,1,1.2,2,Mangia's Favignana Resort,Favignana
170840,2218,Santa Cruz Village Hotel,Santa Cruz (Madeira),override,1,1.2,2,Santa Cruz Village Hotel,Santa Cruz
172094,401572,MLL Palma Bay Club Resort,S'Arenal,override,1,1.2,8,MLL Palma Bay Club Resort,"Mallorca, Spanien"
172244,140473,Jaz Grand Marsa,Marsa Alâm,override,1,1.2,1,JAZ Grand Marsa,Port Ghalib
174099,182421,Festa Pomorie Resort,Pomorie,override,1,1.2,1,Festa Pomorie Apartments,Pomorie
176447,3154,BLUESEA Don Jaime,Cala Millor,override,1,1.2,2,BLUESEA Don Jaime,Cala Millor
177909,59008,ALEGRIA Cartago Nova,Malgrat de Mar,override,1,1.2,4,ALEGRIA Cartago Nova,"Costa Barcelona, Spanien"
1840418,423984,Vincci Porto,Porto,override,1,1.2,1,Vincci Porto,Porto
1861794,135407,Aegean Pearl,Rethymno,override,1,1.2,3,Aegean Pearl,Marmari
1872127,4022,Sentido Phenicia,Hammamet,override,1,1.2,1,Sentido Phenicia,Hammamet
193649,2806,Servatur Puerto Azul,Puerto Rico,override,1,1.2,2,Servatur Puerto Azul,"Gran Canaria, Spanien"
19675,19139,BLUESEA Playa Azul,Cala'n Porter,override,1,1.2,7,BLUESEA Playa Azul,Son Bou
197147,39162,THB Tropical Island,Playa Blanca,override,1,1.2,1,THB Tropical Island,Playa Blanca
199411,48751,Flipflop Surfing Playa,Santa Ponsa,override,1,1.2,7,Flipflop Surfing Playa,Magaluf
2088625,406104,Amilla Maldives,Finolhas,override,1,1.2,9,Amilla Maldives,Lhaviyani Atoll
209120,228152,"Radisson Blu Hotel, Cairo Heliopolis",Kairo,override,1,1.2,1,Radisson Blu Hotel Cairo Heliopolis,Kairo
20946,3259,Hotel Amic Gala,Can Pastilla,override,1,1.2,5,Hotel Amic Gala,Palma de Mallorca
20952,3481,Hotel Amic Miraflores,Can Pastilla,override,1,1.2,2,Hotel Amic Miraflores,Palma de Mallorca
210744,197245,Iberostar Selection Royal El Mansour,Mahdia,override,1,1.2,2,Iberostar Selection Royal El Mansour,Mahdia
212319,53679,Calido Sol Hotel,Okurcalar,override,1,1.2,3,Calido Sol Hotel,Okurcalar
213286,10847,Hotel Corte Rosada - Adults Only Affiliated by Meliá,Alghero,override,1,1.2,1,"Adults Only, Affiliated by Meliá",Alghero
23443,83966,B&B HOTEL Ravenna,Ravenna,override,1,1.2,2,B&B Hotel Ravenna,Ravenna
23743,22270,B&B HOTEL Verona,Verona,override,1,1.2,2,B&B Hotel Verona,Verona
2385404,409279,Jaz Aquaviva,Makadi Bay,override,1,1.2,1,JAZ Aquaviva,Makadi Bay
2390605,284863,Seaden Sea Planet Resort & SPA,Kizilot,override,1,1.2,1,Seaden Sea Planet Resort & Spa,Kizilagac
2407182,54509,Casa Blue Resort,Marsa Alâm,override,1,1.2,1,Casa Blue Resort,Port Ghalib
2449641,3582,BLUESEA Marina Parc,Arenal d'en Castell,override,1,1.2,1,BLUESEA Marina Parc,Na Macaret
2480368,41360,Lucy Hotel,Kavala,override,1,1.2,1,Lucy Hotel,Kavala
2521178,70709,B&B HOTEL Milano Ornato,Mailand,override,1,1.2,1,B&B HOTEL Milano Ornato,Mailand
252605,28715,Hipotels Bahía Cala Millor,Cala Millor,override,1,1.2,2,Hipotels Cala Millor Park,Cala Millor
256630,92844,Vita Silva Hotel,Çenger,override,1,1.2,6,Vita Silva Hotel,Kizilagac
261548,265006,B&B HOTEL Milano Monza,Monza,override,1,1.2,3,B&B Hotel Milano-Monza,Mailand
261771,52059,BLUESEA Torremolinos Centro,Torremolinos,override,1,1.2,1,BLUESEA Torremolinos Centro,"Andalusien, Spanien"
2622250,22338,THB Royal,Playa Blanca,override,1,1.2,2,THB Royal,Playa Blanca
2627164,161137,B&B HOTEL Savona,Savona,override,1,1.2,1,B&B Hotel Savona,Savona
2629544,101002,Finca Ratxó Member of Meliá Collection,Puigpunyent,override,1,1.2,12,Finca Ratxó member of Meliá Collection,Calvia
2638720,48682,BLUESEA Copacabana,Lloret de Mar,override,1,1.2,14,BLUESEA Copacabana,Lloret de Mar
270011,3005,THB Lanzarote Beach,Costa Teguise,override,1,1.2,1,THB Lanzarote Beach,Costa Teguise
2768595,424785,Novotel Marsa Alam Beach Resort,al-Qusair,override,1,1.2,2,Novotel Marsa Alam Beach Resort,El Quseir
29934,77597,B&B HOTEL Bologna,Castel Maggiore,override,1,1.2,2,B&B HOTEL Bologna,Bologna
3066963,4091,Iberostar Selection Kuriat Palace,Monastir,override,1,1.2,1,Iberostar Selection Kuriat Palace,Monastir
326489,10382,Mr & Mrs White Paros,Naoussa (Paros),override,1,1.2,1,Mr and Mrs White Paros,"Naoussa, Paros"
329930,412243,Residence Garden Istra Plava Laguna,Umag,override,1,1.2,1,Residence Garden Istra Plava Laguna,Piran
336941,245869,Apartments Amfora Plava Laguna,Umag,override,1,1.2,1,Apartments Amfora Plava Laguna,Umag
342986,7846,Aphea Village,Kolymbari,override,1,1.2,1,Aphea Village,Platanias (Crete)
343324,299778,Golden Moon Hotel,Fethiye,override,1,1.2,3,Golden Moon Hotel,Fethiye
354829,4291,Dream of Ölüdeniz,Ölüdeniz,override,1,1.2,1,Dream of Oludeniz Hotel -All inclusive,Oludeniz
356658,245504,BLUESEA Ses Cases d'Or,Cala d'Or,override,1,1.2,10,BLUESEA Ses Cases d'Or,Santanyi
366376,34942,JAZ Makadi Saraya Resort,Makadi Bay,override,1,1.2,1,JAZ Makadi Saraya Resort,Makadi Bay
371689,52047,Hotel Santa Mónica Playa,Salou,override,1,1.2,1,Santa Monica Playa,Salou
372545,18673,Barceló Portinatx - Adults Only,Portinatx,override,1,1.2,7,Barceló Portinatx Adults Only,Portinatx
376199,125193,Piskopiano Village,Piskopiano,override,1,1.2,2,Piskopiano Village,Hersonissos
376680,3212,THB Guya Playa,Cala Ratjada,override,1,1.2,1,THB Guya Playa,Cala Ratjada
385050,3561,O7 Colombo,S'Illot,override,1,1.2,1,O7 Colombo,Cala Millor
386901,414511,Elounda Krini Hotel,Elounda,override,1,1.2,2,Elounda Krini Hotel,"Agios Nikolaos, Kreta"
393995,23596,Innvista Hotel Belek,Belek,override,1,1.2,1,Innvista Hotels Belek,Belek
395330,20462,Iberostar Waves Cala Domingos,Calas de Mallorca,override,1,1.2,15,Iberostar Waves Cala Domingos -All Inclusive,Calas de Mallorca
405946,86957,Coral Cotillo Beach Hotel,El Cotillo,override,1,1.2,1,Coral Cotillo Beach,El Cotillo
41283,2200,Quinta Splendida Wellness & Botanical Garden,Caniço,override,1,1.2,2,Quinta Splendida Wellness & Botanical Garden,"Madeira, Portugal"
4161240,535289,Kandima Maldives,Kandima,override,1,1.2,8,Kandima Maldives,Dhaalu Atoll
4390103,585107,Le Méridien Bodrum Beach Resort,Bodrum,override,1,1.2,7,Le Meridien Bodrum Beach Resort,Güvercinlik
446756,62606,B&B HOTEL Arezzo,Arezzo,override,1,1.2,2,B&B Hotel Arezzo,Arezzo
451314,6399,Dimitra Beach Hotel & Suites,Agios Fokas,override,1,1.2,7,Dimitra Beach Hotel & Suites,Psalidi
462098,14782,Best Indalo,Mojacar,override,1,1.2,3,Hotel Best Indalo,Mojacar
463314,33943,Best Oasis Tropical,Mojacar,override,1,1.2,2,Hotel Best Oasis Tropical,Mojacar
466645,4581,Granada Luxury Okurcalar,Okurcalar,override,1,1.2,5,Granada Luxury Okurcalar,Avsallar
489401,10395,Cinar Family Suite Hotel,Side,override,1,1.2,21,Cinar Family Suite Hotel,Side
495250,188075,JAZ Neo Saraya Palms,Makadi Bay,override,1,1.2,1,JAZ Neo Saraya Palms,Makadi Bay
52275,435247,Horizon Beach Hotel,Stalis,override,1,1.2,1,Horizon Beach Hotel,Plakias
5255659,962551,Bungalows Bahía Sur,San Fernando,override,1,1.2,4,Bungalows Bahia Sur,Chiclana de la Frontera
54586,2911,Invisa Hotel La Cala,Santa Eulalia del Rio,override,1,1.2,1,Invisa Hotel La Cala,"Ibiza, Spanien"
54693,299708,Hotel Vibra San Remo,San Antonio de Portmany,override,1,1.2,1,Hotel Vibra San Remo,"San Antonio de Portmany, Ibiza"
5479,14381,Hotel Amic Horizonte,Palma de Mallorca,override,1,1.2,10,Hotel Amic Horizonte,Palma de Mallorca
54832,28473,Hotel Servigroup Marina Mar,Mojacar,override,1,1.2,1,Hotel Servigroup Marina Mar,Mojacar
5514181,848424,The Social Hub Florence Lavagnini,Florenz,override,1,1.2,2,The Social Hub Florence Lavagnini,Florenz
55241,75951,Port Elche,Elche,override,1,1.2,7,Port Elche,Elche
55253,260419,Ipanema Park,S'Arenal,override,1,1.2,2,Ipanema Park,"Mallorca, Spanien"
55310,48990,Hotel Elche Centro Affiliated by Meliá,Elche,override,1,1.2,9,"Hotel Elche Centro, Affiliated by Meliá",Elche
55500,15858,HSM Lago Park,Playa de Muro,override,1,1.2,3,HSM Lago Park,Alcudia
55528,78123,AluaSun Lago Park,Cala'n Bosch,override,1,1.2,8,AluaSun Lago Park,Ciutadella de Menorca
559347,20406,Meliá Isla Canela,Isla Canela,override,1,1.2,1,Meliá Isla Canela,Isla Cristina
5710793,786694,Steigenberger Pure Lifestyle,Hurghada,override,1,1.2,1,Steigenberger Pure Lifestyle (Adults Only),Hurghada
5716687,803657,The Nautilus Maldives,Thiladhoo,override,1,1.2,9,The Nautilus Maldives,Lhaviyani Atoll
58732,1840,Pergola Hotel & Spa,Mellieha,override,1,1.2,2,Pergola Hotel & Spa,St Paul's Bay
58734,41015,Solana Hotel & Spa,Mellieha,override,1,1.2,2,Solana Hotel & Spa,St Paul's Bay
58928,6341,Castello Village Resort,Sissi,override,1,1.2,7,Castello Village Resort,Malia
59229,1799,Paradise Bay Resort,Cirkewwa,override,1,1.2,1,Paradise Bay Resort,St Paul's Bay
59440,253194,Nymphes Luxury Apartments & Studios,Agia Pelagia,override,1,1.2,1,Nymphes Luxury Apartments,Agia Pelagia - Kreta
612130,197212,Paloma Pasha,Özdere,override,1,1.2,1,Paloma Pasha,Menderes
616235,1415891,Villas at Meliá Zahara,Zahara de los Atunes,override,1,1.2,1,Meliá Zahara Resort & Villas,Zahara de los Atunes
645472,9557,Gitavillage Le Marze,Castiglione della Pescaia,override,1,1.2,7,Gitavillage Le Marze,"Toskana - Küstenlinie, Italien"
663134,8876,Best Mojácar,Mojacar,override,1,1.2,1,Hotel Best Mojácar,Mojacar
664192,91157,Bliss Nada Beach Resort,Marsa Alâm,override,1,1.2,2,Bliss Nada Beach Resort,Port Ghalib
667889,223484,St. George Beach Hotel & Spa Resort,Paphos,override,1,1.2,10,Club St. George,Paphos
6944393,100966,Mangia's Selinunte Resort,Marinella di Selinunte,override,1,1.2,5,Mangia's Selinunte Resort,Marinella di Selinunte
7063260,1318056,Cap St Georges Hotel & Resort,Agios Georgios,override,1,1.2,1,Cap St Georges Hotel & Resort,Coral Bay
71327,20511,Hotel Vibra Lei Ibiza,Ibiza-Stadt,override,1,1.2,5,Hotel Vibra Lei Ibiza,"Ibiza Stadt, Ibiza"
714409,1406276,Sentido Lago di Garda Premium Village,Desenzano del Garda,override,1,1.2,9,Lago di Garda,Garda
71444,28115,Mon Port Hotel & Spa,Puerto de Andraitx,override,1,1.2,14,Mon Port Hotel & Spa,Paguera
714576,272566,B&B HOTEL Torino Orbassano,Turin,override,1,1.2,1,B&B HOTEL Torino Orbassano,Turin
716728,12181,Eri Maldives,Eriyadhoo,override,1,1.2,12,Eri Maldives,North Male Atoll
722104,539,Medite Kassandra Resort,Nea Moudania,override,1,1.2,1,Medite Kassandra Resort,Nea Propontida
72482,65082,Esmeralda Hotel,Kremasti,override,1,1.2,1,Esmeralda Hotel,Kallithea Rhodes
72963,3076,BelleVue Club,Port d'Alcúdia,override,1,1.2,3,BelleVue Club,Alcudia
7383794,1083366,Naama Waves Hotel,Na'ama Bay,override,1,1.2,1,Naama Waves Hotel,Sharm El Sheikh
7482485,1032312,Steigenberger Resort Ras Soma,Soma Bay,override,1,1.2,1,Steigenberger Resort Ras Soma,Soma Bay
751661,91435,MClub Del Golfo,Sorso,override,1,1.2,1,MClub Del Golfo,Porto Torres
75672,7616,Ambassador Hotel,Kemer,override,1,1.2,8,Ambassador Hotel,St Paul's Bay
782360,297183,Mövenpick Waterpark Resort & Spa Soma Bay,Soma Bay,override,1,1.2,2,Movenpick Waterpark Resort & Spa Soma Bay,Soma Bay
789127,93124,Cleopatra Luxury Resort Makadi Bay,Makadi Bay,override,1,1.2,1,Cleopatra Luxury Resort Makadi Bay,Makadi Bay
82102,2465,Best Sabinal,Roquetas de Mar,override,1,1.2,1,Hotel Best Sabinal,Roquetas de Mar
8354112,412242,Hotel Garden Istra Plava Laguna,Umag,override,1,1.2,1,Hotel Garden Istra Plava Laguna,Piran
8494639,1272242,Crystal World of Colours Comfort Collection,Belek,override,1,1.2,1,Crystal Club World of Colours Comfort Collection,Belek
85048,404752,Alua Illa de Menorca,S'Algar,override,1,1.2,2,Alua Illa de Menorca,Sant Lluis
85126,18160,Estival Islantilla,Islantilla,override,1,1.2,1,Estival Islantilla,Isla Cristina
85770,32394,Columbia Beach Resort,Pissouri,override,1,1.2,1,Columbia Beach Resort,Pissouri
864311,19700,"Dreams Madeira Resort, Spa & Marina",Canical,override,1,1.2,10,Dreams Madeira Resort Spa & Marina,Machico
87003,2104,Colina Village,Carvoeiro,override,1,1.2,1,Colina Village,Lagoa
876852,229491,Hipotels Gran Conil,Conil de la Frontera,override,1,1.2,1,Hipotels Gran Conil,Conil de la Frontera
877035,223963,Alkyonis Hotel,Nea Kallikrateia,override,1,1.2,1,Alkyonis Hotel,Nea Kalikratia
91353,100468,"Domes of Elounda, Autograph Collection",Elounda,override,1,1.2,2,"Domes of Elounda, Autograph Collection",Elounda
92442,134541,BLUESEA Coral Beach,Santa Eulalia del Rio,override,1,1.2,11,BLUESEA Coral Beach,Santa Eulalia del Río
9306364,1166455,Side Square Hotel,Manavgat,override,1,1.2,1,Side Square Hotel,Side
9373740,1285000,Valery Apartments,Pefkochori,override,1,1.2,1,Valery Apartments,Pefkohori
94410,28121,Ai Pini Medulin Resort,Medulin,override,1,1.2,1,Ai Pini Medulin Resort,Medulin
9802718,1279684,B&B HOTEL Bolzano,Bozen,override,1,1.2,1,B&B Hotel Bolzano,"Südtirol, Italien"
99207,79854,Rixos Premium Dubrovnik,Dubrovnik,override,1,1.2,2,Rixos Premium Dubrovnik,"Dubrovnik Gebiet, Kroatien"
101634989,1045623,URBANSEA Holiday Homes,Las Palmas,probable,0.75,0.8633,1,Holiday Homes,Novalja
11369,392261,Boheme Mykonos Town - Small Luxury Hotels of the World,Mykonos-Stadt,probable,0.75,0.83,1,Small Luxury Hotels of the World,Riga
13336700,1424426,a&o Firenze Campo di Marte,Florenz,probable,0.75,0.91,4,a&o Hostel Firenze Campo di Marte,Florenz
143656,134233,Atrium Prestige,Lachania,probable,0.75,0.825,8,Atrium Prestige Thalasso Spa Resort and Villas,Lachania
146906,124258,Hotel La Estación,Benidorm,probable,0.75,0.98,1,La Estación,"Costa Blanca, Spanien"
148342,4841,Club Marco Polo,Kemer,probable,0.75,0.9,2,Hotel Marco Polo,Garda
1535090,223484,St. George Beach Hotel & Spa Resort,Paphos,probable,0.75,0.9,5,The St. George’s Park Hotel,St. Julianʼs
1538290,5178,Four Seasons Hotel,Limassol,probable,0.75,0.9,2,Hotel Four Seasons,Kingston
1780745,248429,Jumeirah Dar Al Masyaf,Dubai,probable,0.75,0.845,1,Al Dar Hotel,Dubai
21244,302404,Precise Resort El Rompido - The Club,El Rompido,probable,0.75,0.9,1,Precise Resort El Rompido-The Hotel,Islantilla
2626273,21171,ALEGRIA Fenals Mar,Lloret de Mar,probable,0.75,0.9033,2,Suites del Mar Fenals Apartments,Lloret de Mar
2638605,17614,Mon Repos Palace,Korfu-Stadt,probable,0.75,0.9,1,Hotel Mon Repos,Sirmione
2644168,475124,B&B HOTEL Milano San Siro,Mailand,probable,0.75,0.8825,3,Idea Hotel Milano San Siro,Mailand
323141,38789,LUX* South Ari Atoll,Dhiddhoofinolhu,probable,0.75,0.87,10,LUX South Ari Atoll Resort & Villas,Nalaguraidhoo
324244,424785,Novotel Marsa Alam Beach Resort,al-Qusair,probable,0.75,0.8633,3,Marsa Alam,El Quseir
402149,182867,Iberostar Selection Santa Eulalia Ibiza,Santa Eulalia del Rio,probable,0.75,0.9283,1,Iberostar Selection Santa Eulalia Adults-Only Ibiza,Santa Eulalia del Río
410410,363446,THB Gran Bahía,Can Picafort,probable,0.75,0.98,2,Hotel THB Gran Bahía,Alcudia
4260573,699090,Maya Bistro Hotel Beach,Sigacik,probable,0.75,0.9,1,Maya Bistro Hotel & Beach,Seferihisar
52888,392261,Boheme Mykonos Town - Small Luxury Hotels of the World,Mykonos-Stadt,probable,0.75,0.83,3,Small Luxury Hotels of the World,Elounda
55669,51125,Holiday World Village Affiliated by Meliá,Benalmadena,probable,0.75,0.91,1,"Holiday World Riwo, Affiliated by Meliá",Benalmadena
613955,39671,Calimera Serra Palace,Manavgat,probable,0.75,0.98,1,Club Calimera Serra Palace,Kizilagac
648759,735,Stella Maris Hotel,Marmari,probable,0.75,0.9,9,Hotel Stella Maris,Blanes
741545,90818,JA Manafaru Maldives,Manafaru,probable,0.75,0.8633,2,JA Manafaru,Haa Alif Atoll
7581969,34005,Royal Atlantis Beach,Manavgat,probable,0.75,0.9,1,Atlantis Royal Hotel,Istanbul
813903,2205,Savoy Palace - The Leading Hotels of the World - Savoy Signature,Funchal,probable,0.75,0.84,9,The Leading Hotels of the World,Paguera
85030,3606,SOL Milanos Pingüinos,Son Bou,probable,0.75,0.8825,7,SOL by Meliá Milanos Pingüinos,Son Bou
92389,36392,htop Summer Sun,Santa Susanna,probable,0.75,0.8425,12,htop Summer Sun #htopEnjoy,"Costa Barcelona, Spanien"
100023814,657454,Candle Light Otel,Fethiye,weak,0.45,0.3917,7,Alptekin Otel,Gumuldur
100027492,428845,Pickalbatos Hôtel Du Golf Palmeraie,Marrakesch,weak,0.45,0.2708,5,Dune du Pilat,Arcachon
100034667,562081,Eagles Villas,Ouranoupolis,weak,0.45,0.3583,1,Exploreans Beach Club & Villas Watamu,Marafiki
100043401,1011,Pearl Beach Hotel,Rethymno,weak,0.45,0.4875,1,PEARL BOUTIQUE Hotel BEACH ROAD MALIA,Hersonissos
100048616,228131,Royal Beach Club Hotel,Gümüldür,weak,0.45,0.5333,1,The Royal Patch Aparthotel,Krakau
100064715,236522,Sacred House,Ürgüp,weak,0.45,0.3583,1,Konak Stone House,Cappadocia
100080823,228574,Al Hamra Residence,Ras al Khaimah,weak,0.45,0.3583,1,Salalah Al Gharbia,Salalah
1000965,8208,Atali Grand Resort,Bali,weak,0.45,0.45,1,Le Grand Hotel Djerba,Houmt Souk
10011,51620,Hotel Guadalajara & Conference Center Affiliated by Meliá,Guadalajara,weak,0.45,0.36,1,NH Vienna Airport Conference Center,Schwechat
100115472,418413,Rayelin Hotel Taksim,Istanbul,weak,0.45,0.4783,2,Taksim Cinar Suit,Istanbul
10011766,1412514,Elite Port Hotel Istanbul Airport,Istanbul,weak,0.45,0.4825,1,Melanj Airport Hotel,Istanbul
10014062,4803,Mirage Park Resort,Göynük,weak,0.45,0.4875,1,Centara Mirage Resort Mui Ne,Mũi Né
100163577,264216,B&B HOTEL Pisa Airport,Pisa,weak,0.45,0.285,2,"the niu, Pax Berlin Airport by IHG",Berlin
1001795,490,Canvas by Mitsis Alexander the Great,Kryopigi,weak,0.45,0.3625,3,The Great Western Hotel,Oban
100198795,2892,Aparthotel Vibra Bay,San Antonio de Portmany,weak,0.45,0.3917,1,SoleLuna Aparthotel,Sarandë
100220887,28253,International Hotel Casino & Tower Suites,Goldstrand,weak,0.45,0.4533,1,Masquerade Tower at Rio Hotel & Casino,Las Vegas (NV)
100227909,297183,Mövenpick Waterpark Resort & Spa Soma Bay,Soma Bay,weak,0.45,0.395,2,Mövenpick Hotel & Residences Teuta Kotor Bay,Perast
1002327,302399,Juju Premier Palace,Beldibi,weak,0.45,0.285,1,Premier Inn Luton Town Centre,Luton
100240613,297143,Anais Collection Hotels & Suites,Chrissi Akti,weak,0.45,0.3125,3,Mi Cuna Stays Collection,Willemstad
100248485,733,Aegean Bay Hotel,Marmari,weak,0.45,0.3125,3,Serenitys Hideaway Montego Bay,Montego Bay
10026626,295798,Berry Blue Hotels,Side,weak,0.45,0.3583,1,Payava Hotel by True Blue,Kalkan
100267074,46,Sheraton Soma Bay Resort,Soma Bay,weak,0.45,0.3742,1,Bay Life Home Rentals,Soma Bay
10026997,247236,Indigo Suites Collection Adults Only,Chersonesos,weak,0.45,0.5083,3,Adults Only Boutique Hotel by Sofia Collection,Kiwengwa
100275358,11959,Amàre Beach Hotel Marbella,Marbella,weak,0.45,0.3583,1,Amare Beachfront Aparthotel,Las Terrenas
100287647,235293,Magic Beach Hotel,Hurghada,weak,0.45,0.5333,1,Magic Rum Desert,Aqaba
100292543,650329,AX The Saint John,Valletta,weak,0.45,0.3917,1,Saint Nicolas Hotel,Himarë
1003080,225933,Hotel San Pancrazio,Trescore Balneario,weak,0.45,0.3583,1,San Francesco Camping Village,Sirmione
100315755,54509,Casa Blue Resort,Marsa Alâm,weak,0.45,0.45,9,Casa Firma,Korba
100315765,552419,Thalori Traditional Ecotourism Village,Kapetaniana,weak,0.45,0.3,1,Pliades Traditional Guesthouse,Leptokarya
10033170,1700,"Grand Hotel Brioni Pula, A Radisson Collection Hotel",Pula,weak,0.45,0.3233,1,Eden Rose Grand Hotel BW Premier Collection,Le Lavandou
10033263,2892,Aparthotel Vibra Bay,San Antonio de Portmany,weak,0.45,0.2267,2,Aparthotel Adagio London Sutton Point,Croydon
100343367,23758,Água Hotels Vila Branca,Lagos,weak,0.45,0.3917,2,Vila 42,Vlorë
100343402,1422252,B&B HOTEL Catania City Center,Catania,weak,0.45,0.3583,1,Ashuma retreat center,Cetinje
100354352,3768,Barceló Santiago - Adults Only,Puerto de Santiago,weak,0.45,0.2542,3,Hotel Hampton By Hilton Santiago De Los Caballeros,Santiago de los Caballeros
10039001,1358,Radisson Resort Plaza Skiathos,Kanapitsa,weak,0.45,0.3,2,Radisson Hotel Izmir Aliaga,Aliağa
100407604,6461,Servatur Green Beach,Arguineguín,weak,0.45,0.3583,1,Green Heaven Bungalows,Mae Nam Beach - Koh Samui
1004198,562081,Eagles Villas,Ouranoupolis,weak,0.45,0.3583,3,Beyond Sunset Resort & Villas,Treasure Beach
10043879,264216,B&B HOTEL Pisa Airport,Pisa,weak,0.45,0.3583,10,Dalaman Airport AliBaba Hotel,Dalaman
100465746,71150,Atrium Hotel,Potos,weak,0.45,0.625,3,Hotel Subra Atrium,Herceg Novi
100477830,233508,Cabo,Kavos,weak,0.45,0.705,2,Sol De Cabo Hotel,San Jose del Cabo
100479583,264216,B&B HOTEL Pisa Airport,Pisa,weak,0.45,0.45,1,B&B HOTEL Brussels Airport,Brüssel
100496293,132255,B&B HOTEL Torino President,Turin,weak,0.45,0.285,3,OZO Hotels De President Amsterdam Schiphol Airport,Schiphol
100505569,1270450,Lyttos Mare - Premium All Inclusive,Anissaras,weak,0.45,0.805,9,Premium All Inclusive,Lhaviyani Atoll
10051035,537538,Caldera Bay,Platanias (Chania),weak,0.45,0.4325,3,Odos Oneiron Tavronitis Bay,Platanias (Crete)
